"treatment","site","radius","uplanddeciduous","uplandshrubs","water","nonforest","lowlanddeciduous","uplandmixedwood","lowlandmixedwood","uplandspruce","lowlandspruce","pine","tamarack","openwetland","cutblocks","pipeline","transmissionline","wellsite","blockfeatures","road","trail","seismic_3d","seismicline"
"Pre",29,1250,16.01614099,0,1.684816107,0.230881215,0,0.503370231,22.20512433,0,10.59341655,14.92763259,20.32801575,13.51053187,0,2.013230909,0,2.451005707,0,0.437282205,0.893426867,5.486728645,0.345330761
"Pre",30,1250,33.73623426,0,5.385650135,13.18840633,0,6.809999442,0.423384659,10.42556913,16.99612662,2.984909427,0,10.0496429,15.58027759,0.777318139,0,0.813642406,0,0.817915878,0.426016556,0.087117049,0.21243858
"Pre",31,1250,41.14027504,0,3.481796976,11.98408995,0,0.101387661,0.830329244,6.945120105,12.60135615,0.344904816,4.565052554,18.0056187,10.44777936,2.047079485,0,0.401288782,0,0.921659784,0.020949884,0.633416194,0.142791464
"Pre",32,1250,9.100389959,0,0,15.81684074,0,2.993613973,0,10.42133512,36.87448198,20.25692167,0.309354341,4.226996611,20.77497447,0.902176792,0,0.560597616,0,0.564665536,0.656236002,0.072103736,0.252370981
"Pre",33,1250,1.631465569,0,0,3.668001179,0,12.38353046,0,17.63856025,43.5549551,3.970858308,12.36723813,4.785313489,0,1.582662109,0,1.206809906,0,0.506554496,0.094349734,2.03707266,0.549335982
"Pre",34,1250,10.18783891,0,2.752947179,5.973263588,0,0.466792795,2.382263072,0.643245484,24.60626963,19.60713376,22.26359772,11.11657167,0,2.43855894,1.67949913,3.583400863,2.794897577,0.566607363,0.063360385,1.117162379,0.055446714
"Pre",35,1250,0.84272233,0,6.403183008,1.970979709,0,4.741383538,0,0,19.31961166,19.58305745,46.3531497,0.785823565,0,0,0,0.766399378,0,0.507323562,0,1.768962037,0.459964018
"Pre",36,1250,43.17984615,0,0,2.962491392,0.892658644,0.87497611,0,0,45.73017682,6.359777123,0,0,0,1.542563866,0,0.602050056,0,0.53332001,0.180249022,1.325944999,0.335807175
"Pre",37,1250,33.59162977,0.263914614,0.540061646,3.166145416,0,5.476765042,0,8.138764507,30.80106435,13.37776034,0,4.643820503,13.90442232,0,0,0.601335471,0,0.905961097,0.050703327,0.271772528,0.528985985
"Pre",38,1250,13.56908486,2.310922164,0,26.78033844,0.071054556,0.423231987,0,5.07537094,39.58587878,0.364037363,0,11.82001084,29.50205817,0.778072865,0,0.597851841,0.043070465,0.934644656,0.061394843,0,0.694778868
"Pre",39,1250,30.35241821,4.48680949,5.110797018,9.585811671,2.584267873,8.593140315,1.497481176,3.936489992,2.212635318,7.558282727,0.424751696,23.65704178,11.61877377,1.170932246,0,0.693190999,0.094119044,1.266319786,0.714140563,0,0.14298466
"Pre",40,1250,17.67688519,1.326474248,3.866752038,3.132680049,1.744957327,5.635811749,1.666781209,4.212438142,10.33738224,32.67007753,6.739912263,10.9897777,0,0.026645791,0,0.200392964,0.094117771,0.932448223,0.022241833,0,0.542271229
"Pre",41,1250,18.75287542,2.390007672,0,3.210137403,0.153755891,8.867682974,2.81612531,10.45764867,49.11241394,0.349934525,0,3.889347978,9.763201156,1.164666132,0,0.407082195,0,0.507625504,0,0,0.602837786
"Pre",42,1250,57.9042171,2.744716073,0,7.734170193,0.768618309,3.948834505,0.433482427,0.880793232,23.73286167,0.432184917,0,1.420052913,8.483578973,4.098538849,0,0.804653766,0,0.495461221,0.902720347,0,0.398381428
"Pre",43,1250,50.26085086,0,1.965327733,4.182267537,0.662912805,3.931377166,0,0.820538375,22.38941485,3.645725246,9.327607296,2.813905121,24.19520607,1.471103899,0,0.495947465,0,0.507286615,0.763179625,0,0.816903174
"Pre",44,1250,45.97719995,0,1.438917272,4.606621467,1.245124069,0,0.04548091,1.464294767,35.70179721,3.875803186,3.259168196,2.385526753,19.33075031,1.279782828,0,0.737588573,0,0.654143777,0.570989652,0,0.729067811
"Pre",45,1250,52.81344503,0,0.239895676,4.106487999,0.787608462,4.373820671,0,3.03181112,30.48399581,0,2.118456949,2.044405448,31.24382235,0.995262744,0,0.602412555,0,0.505857176,0.067798223,0,0.699834665
"Pre",46,1250,25.45107822,0,0,6.83392284,0,6.376415437,4.474409215,7.611639546,35.9734015,8.29165122,0,4.987404908,20.55193335,0,0,0.407007084,0,0.505510767,0.278272841,0,0.512672313
"Pre",47,1250,34.80543084,0,0,3.649626159,0.075251776,6.682873528,0.016108214,2.190748011,15.46759754,30.67537498,0,6.436913925,15.67729383,0,0,0.399378384,0,0.515319578,0,0,0.482340352
"Pre",48,1250,16.55505591,4.362849912,0,6.062151114,0,7.351610187,0.205245097,0.313436865,30.83548163,24.90948499,0,9.404625214,4.241290609,1.534026605,0,1.013754375,0,0.502871987,0.265530041,0,1.34799233
"Pre",49,1250,30.85051661,0,6.089700468,15.76772932,0,2.210752196,1.173530468,1.572608794,28.60228023,5.474740094,4.791420783,3.466639477,15.58147024,0,0,0.445301305,0,0.508288453,0.57633256,0,1.269513548
"Pre",50,1250,28.29347507,0,0,3.148178159,0,3.060316445,4.762425889,0.84234264,51.10232016,0.392916018,5.818842736,2.579099279,8.674511843,1.048503547,0,0.708598901,0,0.506453023,0.03653452,0,1.013317378
"Pre",51,1250,53.81113706,0.265114787,0.937180411,0,0.013373497,4.526345363,0,3.901726968,25.88765554,0,0,10.65739993,26.63297308,0,0,0,0,0.494778127,0,0,0.798172212
"Pre",52,1250,25.72291789,0,0,0,0,1.828597724,0.935417733,0,55.56316208,1.034651283,11.52502953,3.390148156,14.20084059,0,0,0,0,0.516183015,0,0,0.436172872
"Pre",53,1250,18.70167694,0,0,0,0.323355976,1.486487809,1.91243085,4.451128657,46.5189184,12.20274126,10.18379338,4.2193954,6.647315114,0,0,0,0,0,0.615472758,0,0.407050489
"Pre",54,1250,16.75814945,0,0,1.14633974,0,0.679105709,2.980994613,0.962003578,61.92033295,5.327730041,10.22527135,0,7.285551116,0,0,0,0.175452622,0,0.586576771,0,0.385446487
"Pre",55,1250,21.95721741,0,0,0,0.98115656,5.342713463,1.450602759,3.640010255,44.04439069,7.798178069,12.0772359,2.708422502,11.01032967,0,0,0,0,0,0.613784541,0,0.513666525
"Pre",56,1250,66.20626533,0,0,0,0,0.877369307,0,9.182934836,16.1943097,3.317052673,1.886369576,2.335628045,23.36400094,0,0,0,0,0,0.620445188,0,0.272223553
"Pre",57,1250,53.68431809,0,0,0,0.180749821,4.171850996,0,4.053674303,18.86164251,9.364980614,9.370632572,0.312089814,14.12465976,0,0,0,0,0,0.632398547,0,0.484132226
"Pre",58,1250,38.63535915,0,1.938649899,3.072705699,0,2.896425172,0,3.537844831,35.621374,14.29756083,0,0,0,0.058978667,1.446521488,0.600307208,0.094129874,0.69654827,0.012060711,0.003849756,0.616229965
"Pre",59,1250,30.97900916,0,0.381165527,3.561715272,0,1.593368253,1.59248033,6.852538557,31.13902947,11.20219433,12.69842751,0,0,4.900667315,0,1.503123518,6.431542685,0.803549194,0.546074138,6.12248186,0.224418678
"Pre",60,1250,34.18543959,0,15.04924113,8.618185425,0,1.294960557,0,1.268422412,27.15263015,10.52610887,1.44556668,0.459377533,0,1.671843781,0,0.805787645,3.976328054,0.716098611,0.56887904,2.480830833,0.391479634
"Pre",61,1250,34.72892702,14.76415206,0,12.37368425,0.343118997,3.187171261,0.373453049,16.95604413,13.53995922,0.858167957,0,2.87524722,35.52141728,0.584219777,0,0.897776205,0.137189983,0.909008609,0.215351237,0,0.6554277
"Pre",62,1250,1.889260538,0,0,6.981935861,0,2.682630118,1.816509172,20.10918149,39.71876496,12.27853776,3.92028932,10.60282119,14.02783702,2.385530543,0,0.235994966,0,0.504324039,0.291664459,0.169740395,0.420413007
"Pre",63,1250,17.38268315,0,0.581040012,6.129503508,0.667484629,2.54344995,9.797591851,2.026220735,29.67089101,21.96724195,4.76777742,4.46604582,0,3.438351438,0,2.827472542,0,0.511017134,0.377348468,1.03823136,0.83469228
"Pre",1,1500,2.592567913,0,0.057006774,5.980693609,0,3.448918439,0,2.247320262,47.34790642,27.80014769,4.695949906,5.829426314,0,1.804563442,0,0.141348724,0,0.426646705,0.043541984,6.836309156,0.278292778
"Pre",2,1500,2.318531464,0,0.946147817,6.166994005,0.158617574,3.510566588,3.633103523,0.966033043,48.56324292,18.95473093,12.38418857,2.397789274,0,1.999251151,0,0.010831794,0,0.405168545,0.043541984,7.674637486,0.142580861
"Pre",3,1500,12.11448628,0,13.63288353,2.942321729,0.243534511,9.559183819,3.905102996,0.9873819,22.08941854,19.32051525,12.58640268,2.618714546,0.791164402,2.279304437,0,3.52599956,0,0,0.427410645,2.186932608,0.89566512
"Pre",4,1500,2.018805712,0.098410115,10.80323838,4.534418136,0,5.883323877,2.435706613,0.257239464,40.31830572,19.6399984,6.711832605,7.298661185,1.700842415,1.910303892,0,0.934973285,0,0.460312724,0.268197043,0.255535646,0.609460298
"Pre",5,1500,48.23148678,0,2.634501136,0.026365061,0.073425209,8.535753764,5.176012114,0.269076082,20.19661411,2.933852688,3.846281441,8.076569833,0,1.024222979,0,0.299839567,0,0.335810204,0.154792713,1.707048228,0.356350186
"Pre",6,1500,1.657518633,0.17498682,0,0.754957366,0,1.575519986,6.681862724,0,18.74847924,55.75408828,10.17436172,4.478165959,0,1.870263857,0,0.358205671,0,0.47731685,0.433457858,5.303570589,0.184056987
"Pre",7,1500,2.739072758,0,0.2582353,1.805319072,0,1.816325158,0.681351234,0,9.877607273,76.13236598,1.410639401,5.279024497,0,1.301008647,0,0.364876508,0,0.430390824,0.326521401,7.36560486,0.151293464
"Pre",8,1500,20.0543597,0,5.856336388,6.227914912,0,2.433198256,0,0.783261347,31.26561996,25.90375473,2.713420857,4.762076607,0,2.410777418,0,0.965508454,0.742325976,0.550146514,0.787334663,4.765618999,0.504913882
"Pre",9,1500,1.490411099,0,0.335214065,7.566958494,0,1.570721682,0,2.566236639,38.15105614,35.11448308,6.545538731,6.659321457,0,3.470548723,0,0.331602119,3.983115321,0.648302585,0.103831919,1.461603627,0.332415862
"Pre",10,1500,10.79542435,0,0.044762749,8.537930301,0,6.051399159,0.406723277,3.703044284,30.65080928,24.03630577,8.442109349,7.331434025,0,4.757904278,0,0.378529307,1.394291415,0.661045531,0.132174128,1.451477703,0.555744872
"Pre",12,1500,16.61146475,0,8.683247769,0.513026815,0,1.787607174,0,14.67404504,44.64727209,7.225954899,4.050201491,1.807124703,0,2.970975728,0,0.554258317,0,0.454312688,0.070082049,6.211498469,0.376486358
"Pre",13,1500,31.45141337,0,3.725767647,3.477032183,0,2.6018881,0,0.855091814,33.35607958,13.50254946,5.412697859,5.617419527,0,1.654473577,0,2.200663203,0,0.708547933,0.281853214,2.702484332,0.234948505
"Pre",14,1500,17.28315365,0,0.822063471,1.718472297,0,2.640096226,0,0.422136743,64.66928961,7.921650801,4.523076074,0,0,1.934944476,0,1.820403994,0,0.417171113,0.131404489,4.531340918,0.286100303
"Pre",15,1500,19.02051327,0,2.928590747,2.714159852,0,2.048451814,0,2.125447169,42.36590555,24.51936614,3.13924709,1.138254626,0,1.35704032,0,0.998478785,0.487345878,0.59785317,0.225188854,4.01869922,0.421721603
"Pre",16,1500,10.01591792,0,0.533629287,2.642833576,0,2.084587973,0,4.643988112,34.54983298,23.72440298,17.29465237,4.510105278,0,0.083980329,0,6.541494526,4.847715868,0.710957622,0.576006473,4.960233995,0.260025447
"Pre",17,1500,29.39889349,0,0.240042381,2.929446452,0,3.260758783,0.649816694,2.466952088,33.0820117,20.50952223,1.573224367,5.88927455,0,1.731777416,0.990405818,6.104660695,3.167707004,0.696425143,0.479794016,4.634895615,0.251325106
"Pre",18,1500,36.75106121,0.077032332,0,4.021998812,0,3.285747676,0.059476585,1.913152965,36.40156262,7.157915248,5.042396297,5.289598005,0,1.461568996,1.39102364,3.400822263,2.908093703,1.015996715,0.29514159,1.103121669,0.353237538
"Pre",19,1500,11.43119094,0,0.002139001,0.207766936,0,5.873529733,1.010526907,0,27.49477136,23.89252831,20.6868196,9.400672981,0,0,0,3.539033279,1.63207958,0,0.512738588,3.775492757,0.302226263
"Pre",20,1500,15.27724821,0,0.68943253,0.831598634,0,8.153452514,0.089261929,13.36097498,41.11314153,16.78075947,1.257713928,2.446362205,0,0,0,0.762422366,1.217626388,0,0.577397662,1.964667407,0.389438004
"Pre",21,1500,25.48358473,0,0,7.092690368,0.164263723,7.184545461,4.272976647,2.732708231,18.59035428,23.03089379,3.518771988,7.929148416,15.29311476,0,1.635526677,0.282753588,0,1.027785558,0.430453795,0,0.724892132
"Pre",22,1500,4.309047738,0,0.348042129,4.046998088,0.212871738,6.39533133,1.613101627,1.732209018,33.9503868,38.05482062,7.513077077,1.824049371,0,3.920736314,0,0.980736012,0.196130558,0.75055458,0.005989135,0,0.835322718
"Pre",23,1500,10.46713154,0,0.310264493,4.540951984,0.481010133,10.87097495,4.185940763,0.249193634,26.19804858,37.79050615,1.960064487,2.945847439,3.272595323,1.447477329,0,0.565534714,0.130751712,0.877883933,0,0,0.543575852
"Pre",24,1500,6.893945948,0.159425737,0,6.801039853,0.480347634,7.554517033,1.088335906,0,35.44840482,32.67999609,3.969335376,4.924590874,0.166673331,0.988155458,0,0.682508645,0,1.183695324,0.037878068,0,0.377932623
"Pre",25,1500,12.33415855,0,0,3.941077507,0.240912757,7.096971976,6.102304572,2.206670309,43.46378944,14.3059624,9.560582104,0.747519075,0,1.861621072,0,0.9842099,0.433224703,0.422535814,0,5.571982033,0.426834052
"Pre",26,1500,8.39835365,0.603339491,0,13.94152606,0,2.147398517,10.47113189,0.984792602,38.29866312,14.6995245,8.771895813,1.683317877,7.413279888,2.947581948,2.252843895,1.182586525,7.919803966,1.209901132,0.393995588,0,0.72439649
"Pre",27,1500,33.47658848,0.118197416,4.982911532,5.659519126,0.891870816,9.983552629,0.90493262,2.329366773,18.48824185,9.015621556,0.822746373,13.3263947,0,1.151904013,1.281795617,1.805330944,0.43294748,0.322788066,0.438780956,0.262559998,0.42722173
"Pre",28,1500,22.82788379,0,2.15625905,5.157131142,0,2.876358309,16.15740766,3.028653264,17.60548317,10.87645274,3.607061752,15.70725168,0.445650704,0.529478998,0,2.543547505,1.594417364,0.922059724,0.73865863,4.162345236,0.590460239
"Pre",29,1500,16.14297513,0,1.817505192,0.383726332,0,3.066414502,20.25659382,0,13.66369041,16.41646658,16.82963421,11.42293413,0,2.195743795,0,2.725986469,0,0.430956597,0.658405859,5.241032004,0.417800708
"Pre",30,1500,32.85062655,0.084708247,4.786036589,14.39149237,0,4.912024615,1.376642642,10.29009961,18.28091071,3.830951852,0,9.196443431,16.95566209,1.028279021,0,0.768836639,0,0.695408106,0.480995719,0.507580067,0.22957712
"Pre",31,1500,37.46457403,0,2.781856119,12.73623564,0,0.237826386,1.990457728,6.316868318,15.06409309,2.494763781,5.211708262,15.70155968,11.49246335,2.017438737,0,0.989512949,0,0.775174352,0.029106251,0.951858799,0.178009686
"Pre",32,1500,8.274821257,0,0,13.38814133,0,2.078898593,0,7.917266208,42.5049659,21.35229565,0.749526471,3.734022997,21.93075889,0.973121082,0,0.557814414,0,0.472162153,0.554778173,0.065010791,0.335001706
"Pre",33,1500,1.132962261,0,0,2.876794978,0,10.10853523,0.136782979,15.00925698,48.49945431,4.874037932,11.967129,5.394981892,0,1.378193865,0,0.975682476,0,0.422755209,0.065520609,2.07819355,0.577090492
"Pre",34,1500,9.342052828,0,2.76278308,5.452936596,0,0.412662762,2.887432699,1.590817896,25.61596733,19.15202231,21.28258043,11.5006874,0,2.111092908,1.437438307,3.491199684,3.09502271,0.465407743,0.044000267,1.120986035,0.173002364
"Pre",35,1500,1.957869936,0,5.950666845,1.572679188,0,3.44618458,0,0,22.14428894,17.31350588,47.0239982,0.59074031,0,0,0,0.705212848,0,0.423233964,0,1.766650853,0.456316545
"Pre",36,1500,37.7556103,0,0,2.413903723,1.102293661,0.933223248,0,0.324279253,49.1615131,8.082344045,0,0.226767397,0,1.620702719,0,0.557986282,0,0.442664641,0.134603249,1.450594983,0.374793951
"Pre",37,1500,35.24316424,0.183274037,0.971172062,2.546474411,0,4.412772043,0,10.62390641,28.59264769,13.61892149,0,3.80760863,13.48835425,0,0,0.417594077,0,0.756941318,0.035210643,0.385860534,0.561977173
"Pre",38,1500,14.84508196,5.725240123,0.07669023,21.09816007,0.562734555,1.355059211,0,4.656119187,40.17114152,0.336330517,0,11.17337992,26.98960377,0.822104155,0,0.669025633,0.029910045,0.778936071,0.042635307,0,0.614826601
"Pre",39,1500,30.915688,4.673181071,4.739762406,7.332052423,3.43293982,8.33589761,1.439370133,4.062893168,4.193722456,7.669667215,3.134508476,20.07025698,11.1711214,1.0000655,0,0.655672866,0.065360447,1.067423423,0.542967596,0,0.175609058
"Pre",40,1500,18.2689781,1.039143428,3.854651205,3.177689339,2.918029891,5.555566152,1.526636223,4.938258902,9.237217968,28.9060401,5.759530924,14.81819918,0.467343652,0.086917445,0,0.421858229,0.065359563,0.832467041,0.055170524,0,0.424704906
"Pre",41,1500,19.50812561,2.971464026,0,3.025591434,0.444605922,8.10343792,2.240843921,10.95212004,46.1999378,0.797152278,0.186549155,5.570113296,10.83925574,1.299533734,0,0.62475448,0,0.471526376,0,0,0.519090985
"Pre",42,1500,49.23207536,1.906052828,0,6.426483435,0.53376269,4.285631327,0.402899668,1.197331629,30.76902126,0.788184962,1.104792982,3.353706996,9.052049934,3.73904286,0,0.559231672,0,0.416582851,0.906839921,0,0.506481702
"Pre",43,1500,43.42365873,0,2.249666658,3.9102759,0.638191176,2.730123032,0,0.692570857,29.41803093,3.985937514,9.449369567,3.502115268,18.57816515,1.722308089,0,0.390108109,0,0.423061744,0.715500278,0,0.789601412
"Pre",44,1500,38.49955594,0,1.14201741,4.136659242,1.095255238,0,0.45431658,2.414211869,41.28910542,3.383757031,3.16561585,4.419445216,15.94943058,1.172447387,0,0.658460106,0,0.588767921,0.525941969,0,0.611816265
"Pre",45,1500,51.88056794,0,0.16659422,5.213047989,0.546950321,3.687963903,0,3.497960218,30.35223582,0,2.451020127,2.203599606,32.79613992,1.101286343,0,0.563860418,0,0.422268648,0.112622418,0,0.606847111
"Pre",46,1500,22.23034984,0,0,6.234472356,0,5.76090924,3.728052104,6.260258491,38.0215394,10.65282944,1.948176117,5.163355453,16.87550176,0,0,0.282643808,0,0.42213672,0.250135034,0,0.521520903
"Pre",47,1500,32.70463461,0,0,4.475482551,0.073163895,5.482655283,0.162408236,2.548649986,15.08542018,31.79891903,0.372267786,7.296341445,15.86219012,0,0,0.2773461,0,0.432945861,0,0,0.484012098
"Pre",48,1500,19.01221037,3.948792997,0,6.165537031,0,8.441352739,0.919417458,0.549102205,29.50899181,21.85840163,0.062657046,9.533478213,6.038645943,1.195080586,0,0.98255512,0,0.420538464,0.466273004,0,1.15752187
"Pre",49,1500,29.83537516,0,9.384547172,12.09888304,0,3.33750644,1.392596711,1.4799328,26.56396036,6.454505291,4.75580553,4.696824496,12.78232293,0.063945027,0,0.431245689,0,0.423731776,0.489844712,0,1.240380369
"Pre",50,1500,27.53196673,0,1.18960943,2.755162328,0.000648457,2.542814767,7.058267267,1.19459006,48.28494954,0.272858337,5.765025936,3.404049451,6.994620406,0.936318508,0,0.684191284,0,0.422740871,0.025371194,0,1.175072122
"Pre",51,1500,54.44055337,0.222122372,0.975265783,0,0.309590562,4.094994798,0,3.764632543,25.24532098,0,0,10.94746041,22.36106579,0,0,0,0,0.416499945,0.056452272,0,0.849990396
"Pre",52,1500,24.93033734,0,0,0,0,2.283844382,1.869196697,0,54.65644028,0.722425032,10.75178747,4.78591133,13.82184164,0,0,0,0,0.430354101,0,0,0.562142636
"Pre",53,1500,18.69822547,0,0,0,0.224552761,1.300678148,1.328076979,4.313716146,45.8949047,14.04821116,10.68009273,3.511481645,7.90358839,0,0,0,0,0,0.51437868,0,0.356490241
"Pre",54,1500,14.2010132,0,0,1.312755142,0,0.618163263,3.118979087,0.743403576,62.17912092,5.83140515,11.97605583,0.019044007,7.126129968,0,0,0,0.13677052,0.013634152,0.568790652,0,0.413793042
"Pre",55,1500,22.62812227,0,0,0,0.741605233,4.209378855,1.38124749,4.024680204,45.47485168,6.59828515,12.49813799,2.443643175,8.112088652,0,0,0,0,0,0.511712949,0,0.542903588
"Pre",56,1500,58.53674106,0,0.27089766,0,0,2.301110812,0,7.429157238,19.19454303,4.045082404,6.413154275,1.809259567,18.23783199,0,0,0,0,0,0.520408928,0,0.356356604
"Pre",57,1500,51.61385479,0,0.008199539,0,0.125520709,3.502205173,0.207644092,4.5557477,18.4191178,9.102736447,11.30795352,1.156960335,12.82414113,0,0,0,0,0,0.55465239,0,0.482773174
"Pre",58,1500,34.2212575,0,6.13042931,2.609437697,0,3.423974029,0,3.044436036,35.98159782,13.31577346,1.273035373,0,0,0.143873044,1.206556968,0.542346113,0.091513775,0.582975772,0.008375493,0.06788823,0.522269902
"Pre",59,1500,30.92239139,0,0.264698282,3.001199298,0,1.432786161,1.183112337,4.998774554,31.15648481,16.08964374,10.21243757,0.738410579,0,4.115879195,0,1.72629812,4.774042989,0.657302874,0.534562471,6.141623306,0.230759015
"Pre",60,1500,28.75629268,0,13.55421514,7.828139999,0.163590604,1.106108255,0,1.831513776,27.23816912,14.03308962,3.168406242,2.320413764,0,1.393345453,0,0.733162207,3.792982955,0.637455447,0.465945794,3.013494129,0.447487935
"Pre",61,1500,31.7774356,18.55340003,0,15.0788559,0.286125533,4.066072532,0.372828167,14.97356117,11.5455847,0.59594997,0,2.750126939,42.56270149,0.470336708,0,0.993617869,0.095270822,0.850753704,0.200211311,0,0.656210453
"Pre",62,1500,2.487207123,0,0,5.904931792,0,2.978560587,1.261464721,15.3242997,43.74404975,15.7891995,4.50033368,8.009892172,12.16223295,2.01474158,0,0.444586481,0,0.421360248,0.289638979,0.205559844,0.49381107
"Pre",63,1500,14.69951377,0,2.373272817,4.924656332,0.524211601,4.299952874,8.547744442,2.448698451,31.57088157,21.21745379,5.549725402,3.843838965,0,2.84200882,0,2.568643686,0,0.427817056,0.308953429,1.292143658,0.756920768
"Pre",1,1750,4.212863445,0,0.041882528,5.37091193,0,2.79303934,0.314449233,1.651092427,45.91868924,28.42117443,6.065796252,5.21005,0,1.734786785,0,0.295907639,0,0.368165102,0.038591371,6.937519206,0.266447863
"Pre",2,1750,2.859074258,0,2.016618167,5.466916378,0.285274029,5.489893705,3.264348391,1.163253903,46.34519229,19.70639742,10.9023175,2.500661779,0,1.622259283,0,0.214709207,0,0.349565114,0.031990029,7.43843991,0.193274309
"Pre",3,1750,12.30010531,0,15.33255542,2.423718272,0.178923314,7.858688455,3.555363183,0.847703937,24.69741245,21.18454421,9.263976383,2.356960876,1.498716352,2.172535048,0,2.624932403,0,0,0.346543646,1.907320778,0.836656418
"Pre",4,1750,1.909567986,0.467704075,11.1477111,3.965147907,0,5.734135525,2.164196302,0.188992259,40.25540228,21.73973451,6.40824355,6.019114629,1.249598509,1.924988932,0,0.790787273,0,0.404021287,0.22487151,0.36761891,0.593623131
"Pre",5,1750,42.27640942,0,4.112590204,0.065991041,0.235036332,6.44727448,7.170984172,0.339560962,18.29159247,5.7272229,6.692196788,8.641088442,0,1.035842451,0,0.311465676,0,0.309620049,0.146389498,1.965399483,0.352582113
"Pre",6,1750,4.102411192,0.128561745,0,0.647604022,0,1.574996858,6.287519893,0,19.01389996,53.49357252,9.420175408,5.331209649,0,1.906212202,0,0.366992949,0,0.405042128,0.38294964,5.096990641,0.186226852
"Pre",7,1750,3.59335211,0,0.492335801,1.669444858,0,2.389324173,1.879008234,0.00748665,9.428303864,74.71688776,1.036388131,4.787424497,0,1.224601476,0,0.268072536,0,0.386936131,0.296207317,7.300609051,0.164564033
"Pre",8,1750,21.86502362,0,6.817076154,5.962797648,0,2.062716042,0,0.760088837,27.89414812,27.28781552,2.981348703,4.36893411,0,2.368352535,0,0.934489094,0.908291455,0.478520711,0.690338279,4.782414237,0.456447427
"Pre",9,1750,1.713564954,0,0.246279723,6.743504561,0,1.153999607,0,1.976299128,38.20774674,34.24033496,7.570912742,8.147305055,0,3.562755613,0,0.297942007,2.92637044,0.554222968,0.097107523,1.725651045,0.306925965
"Pre",10,1750,12.30854145,0,0.246279723,7.007756346,0,4.795691386,0.328500688,3.38655072,31.64097551,25.78500052,7.116916211,7.383737198,0,4.131884303,0,0.423344826,1.024377366,0.566891379,0.097107523,1.724171225,0.492895644
"Pre",12,1750,16.10890387,0,8.427318331,0.37691766,0,1.439089943,0,12.11261578,50.06656672,6.293293253,3.34401805,1.831228646,0,2.432627943,0,0.523316211,0,0.361971895,0.338216598,6.317324928,0.347201605
"Pre",13,1750,28.51681023,0,4.480484163,3.475884618,0,2.549493321,0,1.857253838,37.01797237,11.66196695,4.66381644,5.776270171,0,1.944117771,0,2.18937643,0.048014967,0.671929791,0.297679049,2.729413073,0.19818954
"Pre",14,1750,16.04949842,0,2.484871197,1.60957094,0,1.977762254,0,0.310141281,64.22405078,8.656376718,4.687677814,0,0,1.820413312,0,1.635401711,0,0.38054521,0.096542073,4.174333213,0.322012221
"Pre",15,1750,20.17665143,0,2.168939531,2.447963972,0,2.478964343,0,1.561553022,41.42010231,24.75222124,3.891129079,1.102421672,0,1.757711306,0,0.9197007,0.37113027,0.546731723,0.250552228,3.851894382,0.425941374
"Pre",16,1750,11.35803139,0,0.844919051,2.307692004,0,1.531596759,0,4.008150629,34.61618587,24.25606754,16.17281908,4.904486015,0,0.994280246,0,5.941086237,5.048614628,0.596408436,0.552041407,4.457793685,0.26024332
"Pre",17,1750,26.56416103,0,0.844746016,3.013337553,0,2.998086406,0.477416359,2.596510282,32.97682624,19.5639184,5.073484183,5.891465059,0,1.632976586,0.884767774,5.896530465,2.426766555,0.825552287,0.461007447,4.446105172,0.224128182
"Pre",18,1750,33.23645686,0.056595182,0,3.491524964,0,4.413453918,0.779642827,1.540463656,34.33799452,11.87827967,4.446290028,5.81924666,0,1.431187656,1.232273212,3.458734545,2.252807508,0.864817934,0.366523669,1.203604396,0.325046595
"Pre",19,1750,11.76010833,0,0.2136895,0.152645096,0,4.956728759,1.414029244,0.316549736,29.357241,20.57037147,22.84596937,8.412618585,0,0,0,3.809284239,1.19907882,0,0.439579905,3.743380573,0.294386766
"Pre",20,1750,14.25940354,0,0.54496822,2.032788999,0,6.66716284,0.510707173,12.33815428,40.10507712,18.81304465,2.186340001,2.542302627,0,0,0,0.6427853,1.093860802,0.272245734,0.462264606,2.246741328,0.332297304
"Pre",21,1750,25.12228221,0,0.087774712,7.003583706,0.120683552,5.803014959,3.87687757,2.208061663,20.36728746,24.74887428,3.058558218,7.602950037,13.23662664,0,1.369781914,0.381720381,0,1.096715449,0.51136336,0.003069146,0.767400663
"Pre",22,1750,4.109283124,0,0.466628533,3.652293666,0.156395563,7.429396539,1.314385639,1.650177933,31.58890354,39.13512848,8.253713343,2.243642974,0,3.55518675,0,1.011487598,0.14409592,0.644882582,0.006396296,0,0.808931063
"Pre",23,1750,8.572674553,0,0.227949423,4.222193371,0.375558078,9.919031658,3.550520717,0.234314859,29.0385851,37.96751953,2.381672833,3.50992801,2.526715793,1.683829625,0,0.605697226,0.096062482,0.824245158,0,0,0.505400257
"Pre",24,1750,6.399270386,0.117129113,0,5.826588642,0.353395203,9.345486489,1.573429428,0,36.84259659,31.41305701,3.945446779,4.18354739,0.128805541,0.950628886,0,0.590729736,0,1.032766154,0.027828785,0,0.379729885
"Pre",25,1750,12.54935539,0,0,3.604050866,0.23256864,7.045941439,5.869066977,1.621227166,46.37283401,12.3980083,9.477022411,0.829872822,0,2.092087411,0,1.49581055,0.472000364,0.362554981,0,5.460617202,0.391600243
